timestamp,P2
2018-06-01 06:52:58.905751,3.0
2018-06-01 06:53:09.495232,9.83
2018-06-01 06:54:17.954967,5.93
2018-06-01 06:55:13.170334,1.9
2018-06-01 06:55:28.814833,3.4
2018-06-01 06:56:02.218440,7.53
2018-06-01 06:56:48.778520,5.43
2018-06-01 06:57:42.809344,1.93
2018-06-01 06:57:58.654500,3.0
2018-06-01 06:58:55.087112,6.63
2018-06-01 06:59:20.455141,4.65
2018-06-01 07:00:11.748032,2.3
2018-06-01 07:00:28.648472,2.87
2018-06-01 07:01:47.017173,6.37
2018-06-01 07:01:51.383375,5.6
2018-06-01 07:02:46.510407,1.67
2018-06-01 07:02:58.466116,3.3
2018-06-01 07:04:22.330270,5.43
2018-06-01 07:04:38.817990,6.6
2018-06-01 07:05:15.533794,1.93
2018-06-01 07:05:28.372732,3.3
2018-06-01 07:06:53.164893,6.15
2018-06-01 07:07:30.959835,8.97
2018-06-01 07:07:45.542260,1.77
2018-06-01 07:07:58.182504,3.57
2018-06-01 07:09:24.200721,4.9
2018-06-01 07:10:14.677510,2.33
2018-06-01 07:10:22.713384,10.6
2018-06-01 07:10:28.384806,2.57
2018-06-01 07:11:55.064923,4.8
2018-06-01 07:12:44.391578,1.8
2018-06-01 07:12:58.118749,2.6
2018-06-01 07:13:16.671418,11.07
2018-06-01 07:14:25.888791,4.47
2018-06-01 07:15:13.461559,1.77
2018-06-01 07:15:28.040357,2.87
2018-06-01 07:16:12.389473,8.53
2018-06-01 07:16:57.141758,4.6
2018-06-01 07:17:43.588906,1.6
2018-06-01 07:17:58.041613,2.97
2018-06-01 07:19:04.532129,9.57
2018-06-01 07:19:27.946724,4.55
2018-06-01 07:20:14.513297,1.9
2018-06-01 07:20:28.081915,2.73
2018-06-01 07:21:57.078305,9.33
2018-06-01 07:21:58.963341,6.22
2018-06-01 07:22:43.584014,1.9
2018-06-01 07:22:57.891120,3.4
2018-06-01 07:24:30.138308,5.05
2018-06-01 07:24:49.133846,8.27
2018-06-01 07:25:12.557473,1.6
2018-06-01 07:25:27.673694,3.63
2018-06-01 07:27:01.076166,4.45
2018-06-01 07:27:42.071763,7.2
2018-06-01 07:27:47.993015,1.77
2018-06-01 07:27:57.518951,2.97
2018-06-01 07:29:32.187754,4.37
2018-06-01 07:30:27.203665,2.1
2018-06-01 07:30:32.386297,1.7
2018-06-01 07:30:33.635772,7.77
2018-06-01 07:32:03.271920,5.53
2018-06-01 07:32:57.117383,3.77
2018-06-01 07:33:01.375293,1.47
2018-06-01 07:33:25.614090,6.17
2018-06-01 07:34:34.709249,4.53
2018-06-01 07:35:26.854044,3.57
2018-06-01 07:35:39.792373,1.7
2018-06-01 07:36:18.681272,5.53
2018-06-01 07:37:05.661374,8.43
2018-06-01 07:37:56.779742,6.1
2018-06-01 07:38:09.655723,1.67
2018-06-01 07:39:11.031293,6.63
2018-06-01 07:39:36.804156,6.37
2018-06-01 07:40:26.563606,4.7
2018-06-01 07:40:38.698668,1.8
2018-06-01 07:42:03.149994,7.77
2018-06-01 07:42:07.599547,5.5
2018-06-01 07:42:56.467080,3.6
2018-06-01 07:43:07.924909,3.1
2018-06-01 07:44:38.672963,4.68
2018-06-01 07:44:54.783950,6.4
2018-06-01 07:45:26.279946,2.97
2018-06-01 07:45:43.788084,2.17
2018-06-01 07:47:10.069218,4.35
2018-06-01 07:47:46.784139,6.87
2018-06-01 07:47:55.982308,2.43
2018-06-01 07:48:13.530279,1.73
2018-06-01 07:49:41.169968,3.78
2018-06-01 07:50:25.803117,334.2
2018-06-01 07:50:38.444584,6.57
2018-06-01 07:52:11.919506,4.3
2018-06-01 07:52:55.571535,231.68
2018-06-01 07:53:25.248625,1.43
2018-06-01 07:53:30.260868,6.9
2018-06-01 07:54:43.252834,4.3
2018-06-01 07:55:25.330868,331.73
2018-06-01 07:55:54.176197,1.8
2018-06-01 07:56:21.975235,6.8
2018-06-01 07:57:14.375282,4.0
2018-06-01 07:57:55.240566,2.1
2018-06-01 07:58:23.914004,1.73
2018-06-01 07:59:13.403727,6.17
2018-06-01 07:59:45.225351,4.1
2018-06-01 08:00:24.738554,2.73
2018-06-01 08:00:52.926826,2.53
2018-06-01 08:02:05.344200,5.73
2018-06-01 08:02:16.063635,3.92
2018-06-01 08:02:54.756708,2.27
2018-06-01 08:03:22.725393,3.1
2018-06-01 08:04:46.986929,4.37
2018-06-01 08:04:58.193003,5.83
2018-06-01 08:05:24.898495,213.1
2018-06-01 08:05:52.652194,1.83
2018-06-01 08:07:18.239590,4.47
2018-06-01 08:07:49.703128,5.07
2018-06-01 08:07:53.845321,218.07
2018-06-01 08:08:21.970844,2.17
2018-06-01 08:09:49.087362,4.28
2018-06-01 08:10:25.327875,235.97
2018-06-01 08:10:41.843480,5.27
2018-06-01 08:10:51.888999,11.27
2018-06-01 08:12:20.051580,5.18
2018-06-01 08:12:55.554815,255.7
2018-06-01 08:13:20.853545,4.2
2018-06-01 08:13:34.622850,6.4
2018-06-01 08:14:51.065586,5.65
2018-06-01 08:15:25.461341,229.3
2018-06-01 08:15:50.706828,3.5
2018-06-01 08:16:26.600427,5.03
2018-06-01 08:17:22.115774,4.6
2018-06-01 08:17:55.576741,205.33
2018-06-01 08:18:19.897875,5.07
2018-06-01 08:19:18.561864,4.37
2018-06-01 08:19:53.027668,4.85
2018-06-01 08:20:25.390562,215.0
2018-06-01 08:20:48.847817,4.23
2018-06-01 08:22:10.379248,4.7
2018-06-01 08:22:24.350866,5.43
2018-06-01 08:22:55.110517,209.67
2018-06-01 08:23:18.607409,9.3
2018-06-01 08:24:55.446521,5.12
2018-06-01 08:25:02.616514,2.9
2018-06-01 08:25:25.004088,227.77
2018-06-01 08:27:26.673359,5.5
2018-06-01 08:27:54.682400,3.1
2018-06-01 08:27:54.902132,224.87
2018-06-01 08:29:57.499339,4.95
2018-06-01 08:30:24.714193,230.23
2018-06-01 08:30:47.229748,3.2
2018-06-01 08:32:29.584361,4.53
2018-06-01 08:32:54.655278,216.4
2018-06-01 08:33:38.934050,2.83
2018-06-01 08:35:01.340419,4.62
2018-06-01 08:35:24.573937,208.03
2018-06-01 08:36:30.776535,3.77
2018-06-01 08:37:32.365942,4.6
2018-06-01 08:37:54.505350,232.17
2018-06-01 08:39:22.815089,3.6
2018-06-01 08:40:03.614728,4.78
2018-06-01 08:40:24.400972,238.53
2018-06-01 08:42:15.443241,3.7
